,temp,humidity,pressure,description,dt,wind_speed,wind_deg,city,day,dist
0,31.33000000000004,49,1006,moderate rain,1437730757,1.03,23,Ferrara,2015-07-24 11:39:17,47
1,32.910000000000025,45,1006,moderate rain,1437734399,1.54,45,Ferrara,2015-07-24 12:39:59,47
2,33.43000000000001,42,1005,moderate rain,1437737956,2.12,123.003,Ferrara,2015-07-24 13:39:16,47
3,33.43000000000001,42,1004,moderate rain,1437741482,2.12,123.003,Ferrara,2015-07-24 14:38:02,47
4,32.660000000000025,42,1004,moderate rain,1437745121,0.51,23,Ferrara,2015-07-24 15:38:41,47
5,31.980000000000018,42,1003,moderate rain,1437748712,1.03,135,Ferrara,2015-07-24 16:38:32,47
6,31.650000000000034,44,1003,moderate rain,1437752414,3.6,45,Ferrara,2015-07-24 17:40:14,47
7,30.420000000000016,48,1003,moderate rain,1437755943,1.54,23,Ferrara,2015-07-24 18:39:03,47
8,30.210000000000036,50,1003,moderate rain,1437759494,1.54,158,Ferrara,2015-07-24 19:38:14,47
9,29.0,53,1003,moderate rain,1437763150,1.12,231,Ferrara,2015-07-24 20:39:10,47
10,28.670000000000016,59,1003,moderate rain,1437766731,0.51,135,Ferrara,2015-07-24 21:38:51,47
11,28.29000000000002,63,1003,moderate rain,1437770305,1.16,207.501,Ferrara,2015-07-24 22:38:25,47
12,27.5,63,1003,moderate rain,1437773931,1.03,180,Ferrara,2015-07-24 23:38:51,47
13,27.010000000000048,69,1003,moderate rain,1437777478,0.51,158,Ferrara,2015-07-25 00:37:58,47
14,26.350000000000023,70,1003,moderate rain,1437781174,1.54,225,Ferrara,2015-07-25 01:39:34,47
15,25.910000000000025,68,1003,moderate rain,1437784743,1.6099999999999999,198.002,Ferrara,2015-07-25 02:39:03,47
16,25.689999999999998,70,1002,moderate rain,1437788318,0.51,248,Ferrara,2015-07-25 03:38:38,47
17,25.03000000000003,73,1003,moderate rain,1437791933,2.9699999999999998,31.5036,Ferrara,2015-07-25 04:38:53,47
18,24.700000000000045,74,1003,moderate rain,1437795559,2.9699999999999998,31.5036,Ferrara,2015-07-25 05:39:19,47
19,25.360000000000014,74,1004,moderate rain,1437799162,0.51,225,Ferrara,2015-07-25 06:39:22,47
20,26.920000000000016,68,1004,moderate rain,1437802707,2.06,225,Ferrara,2015-07-25 07:38:27,47
21,28.730000000000018,65,1004,moderate rain,1437806342,2.06,270,Ferrara,2015-07-25 08:39:02,47
22,30.700000000000045,58,1004,moderate rain,1437809907,2.5700000000000003,248,Ferrara,2015-07-25 09:38:27,47
23,30.910000000000025,55,1004,moderate rain,1437813548,0.51,293,Ferrara,2015-07-25 10:39:08,47
