,temp,humidity,pressure,description,dt,wind_speed,wind_deg,city,day,dist
0,28.340000000000032,65,1017,Sky is Clear,1436863109,3.1,20,Torino,2015-07-14 10:38:29,357
1,29.25,65,1017,Sky is Clear,1436866696,3.1,80,Torino,2015-07-14 11:38:16,357
2,30.400000000000034,58,1017,Sky is Clear,1436870399,2.6,100,Torino,2015-07-14 12:39:59,357
3,31.370000000000005,54,1017,Sky is Clear,1436874005,2.1,90,Torino,2015-07-14 13:40:05,357
4,32.59000000000003,45,1016,few clouds,1436877558,2.1,120,Torino,2015-07-14 14:39:18,357
5,33.64000000000004,46,1016,few clouds,1436881216,2.1,110,Torino,2015-07-14 15:40:16,357
6,34.03000000000003,46,1015,few clouds,1436884810,2.1,100,Torino,2015-07-14 16:40:10,357
7,33.94,49,1015,few clouds,1436888411,2.1,100,Torino,2015-07-14 17:40:11,357
8,34.69,46,1015,few clouds,1436892015,1.5,100,Torino,2015-07-14 18:40:15,357
9,33.25,46,1014,Sky is Clear,1436895603,2.1,240,Torino,2015-07-14 19:40:03,357
10,30.960000000000036,58,1014,Sky is Clear,1436899245,2.1,70,Torino,2015-07-14 20:40:45,357
11,29.140000000000043,62,1015,Sky is Clear,1436902826,1.5,40,Torino,2015-07-14 21:40:26,357
12,27.730000000000018,69,1015,Sky is Clear,1436906416,1.5,30,Torino,2015-07-14 22:40:16,357
13,26.660000000000025,69,1016,Sky is Clear,1436910029,1.5,330,Torino,2015-07-14 23:40:29,357
14,25.78000000000003,69,1016,Sky is Clear,1436913632,2.6,340,Torino,2015-07-15 00:40:32,357
15,25.110000000000014,73,1016,Sky is Clear,1436917196,2.6,350,Torino,2015-07-15 01:39:56,357
16,24.910000000000025,73,1016,Sky is Clear,1436920815,2.6,340,Torino,2015-07-15 02:40:15,357
17,24.840000000000032,73,1016,Sky is Clear,1436924359,2.1,360,Torino,2015-07-15 03:39:19,357
18,24.0,73,1016,Sky is Clear,1436927985,1.5,310,Torino,2015-07-15 04:39:45,357
19,23.0,83,1017,broken clouds,1436931604,0.5,0,Torino,2015-07-15 05:40:04,357
20,23.0,78,1017,scattered clouds,1436935183,3.1,350,Torino,2015-07-15 06:39:43,357
21,25.0,73,1017,few clouds,1436938777,1.5,330,Torino,2015-07-15 07:39:37,357
22,27.0,65,1017,few clouds,1436942396,0.5,0,Torino,2015-07-15 08:39:56,357
23,27.0,65,1017,Sky is Clear,1436945890,2.1,50,Torino,2015-07-15 09:38:10,357
