,temp,humidity,pressure,description,dt,wind_speed,wind_deg,city,day,dist
0,32.35000000000002,62,1010,moderate rain,1437730764,1,60,Cesena,2015-07-24 11:39:24,14
1,32.400000000000034,75,1009,moderate rain,1437734406,3.6,40,Cesena,2015-07-24 12:40:06,14
2,32.24000000000001,75,1009,moderate rain,1437737961,3.6,70,Cesena,2015-07-24 13:39:21,14
3,32.26000000000005,79,1009,moderate rain,1437741489,5.1,70,Cesena,2015-07-24 14:38:09,14
4,32.81,70,1008,moderate rain,1437745125,3.6,60,Cesena,2015-07-24 15:38:45,14
5,32.33000000000004,74,1008,moderate rain,1437748719,2.6,80,Cesena,2015-07-24 16:38:39,14
6,31.890000000000043,74,1007,moderate rain,1437752423,3.1,90,Cesena,2015-07-24 17:40:23,14
7,31.54000000000002,66,1007,moderate rain,1437755950,3.1,120,Cesena,2015-07-24 18:39:10,14
8,31.32000000000005,70,1007,moderate rain,1437759500,3.1,130,Cesena,2015-07-24 19:38:20,14
9,30.28000000000003,79,1007,moderate rain,1437763156,3.1,120,Cesena,2015-07-24 20:39:16,14
10,29.370000000000005,62,1007,moderate rain,1437766739,1.5,160,Cesena,2015-07-24 21:38:59,14
11,28.83000000000004,62,1007,moderate rain,1437770309,2.6,170,Cesena,2015-07-24 22:38:29,14
12,28.090000000000032,69,1007,moderate rain,1437773938,1.5,190,Cesena,2015-07-24 23:38:58,14
13,27.400000000000034,69,1007,moderate rain,1437777484,0.5,180,Cesena,2015-07-25 00:38:04,14
14,26.700000000000045,100,1007,moderate rain,1437781183,0.5,170,Cesena,2015-07-25 01:39:43,14
15,26.350000000000023,69,1007,moderate rain,1437784753,1.5,200,Cesena,2015-07-25 02:39:13,14
16,25.720000000000027,74,1007,moderate rain,1437788326,3.32,224.004,Cesena,2015-07-25 03:38:46,14
17,25.350000000000023,74,1006,moderate rain,1437791941,3.32,224.004,Cesena,2015-07-25 04:39:01,14
18,24.439999999999998,88,1006,moderate rain,1437795567,3.32,224.004,Cesena,2015-07-25 05:39:27,14
19,24.660000000000025,83,1007,moderate rain,1437799170,0.5,180,Cesena,2015-07-25 06:39:30,14
20,25.33000000000004,94,1008,Sky is Clear,1437802712,2.61,254.001,Cesena,2015-07-25 07:38:32,14
21,27.24000000000001,83,1008,Sky is Clear,1437806348,2.61,254.001,Cesena,2015-07-25 08:39:08,14
22,31.560000000000002,70,1008,moderate rain,1437809914,2.1,250,Cesena,2015-07-25 09:38:34,14
23,32.460000000000036,70,1008,moderate rain,1437813555,3.6,260,Cesena,2015-07-25 10:39:15,14
