,temp,humidity,pressure,description,dt,wind_speed,wind_deg,city,day,dist
0,29.5,48,1011,few clouds,1437730849,3.6,90,Milano,2015-07-24 11:40:49,250
1,30.810000000000002,45,1011,few clouds,1437734492,2.6,70,Milano,2015-07-24 12:41:32,250
2,31.910000000000025,45,1010,proximity shower rain,1437738045,3.1,80,Milano,2015-07-24 13:40:45,250
3,32.72000000000003,40,1009,proximity shower rain,1437741578,3.6,130,Milano,2015-07-24 14:39:38,250
4,33.44,38,1009,Sky is Clear,1437745188,3.6,130,Milano,2015-07-24 15:39:48,250
5,34.379999999999995,38,1008,Sky is Clear,1437748776,2.6,0,Milano,2015-07-24 16:39:36,250
6,33.79000000000002,38,1008,scattered clouds,1437752542,2.1,320,Milano,2015-07-24 17:42:22,250
7,30.950000000000045,41,1007,heavy intensity rain,1437756040,4.1,150,Milano,2015-07-24 18:40:40,250
8,26.670000000000016,48,1008,heavy intensity rain,1437759568,2.1,0,Milano,2015-07-24 19:39:28,250
9,25.32000000000005,54,1007,light intensity shower rain,1437763242,1.5,210,Milano,2015-07-24 20:40:42,250
10,25.090000000000032,54,1007,scattered clouds,1437766817,0.5,0,Milano,2015-07-24 21:40:17,250
11,24.75,69,1009,proximity thunderstorm,1437770376,2.1,20,Milano,2015-07-24 22:39:36,250
12,23.470000000000027,54,1008,moderate rain,1437774026,2.6,140,Milano,2015-07-24 23:40:26,250
13,22.53000000000003,53,1009,moderate rain,1437777556,3.6,30,Milano,2015-07-25 00:39:16,250
14,22.5,61,1008,moderate rain,1437781276,2.1,350,Milano,2015-07-25 01:41:16,250
15,22.07000000000005,93,1009,heavy intensity rain,1437784848,4.6,10,Milano,2015-07-25 02:40:48,250
16,21.75,61,1008,moderate rain,1437788406,2.6,0,Milano,2015-07-25 03:40:06,250
17,20.430000000000007,100,1009,moderate rain,1437792026,1.5,110,Milano,2015-07-25 04:40:26,250
18,20.430000000000007,88,1008,proximity thunderstorm,1437795651,1.5,10,Milano,2015-07-25 05:40:51,250
19,20.560000000000002,93,1010,light rain,1437799260,1,0,Milano,2015-07-25 06:41:00,250
20,20.720000000000027,94,1009,light rain,1437802783,1.5,200,Milano,2015-07-25 07:39:43,250
21,22.700000000000045,88,1009,light rain,1437806424,0.5,0,Milano,2015-07-25 08:40:24,250
22,24.510000000000048,73,1009,light rain,1437809987,1,0,Milano,2015-07-25 09:39:47,250
23,26.370000000000005,65,1009,few clouds,1437813633,1.5,70,Milano,2015-07-25 10:40:33,250
