,temp,humidity,pressure,description,dt,wind_speed,wind_deg,city,day,dist
0,29.400000000000034,83,1015,moderate rain,1436863177,3.62,94.001,Faenza,2015-07-14 10:39:37,37
1,30.120000000000005,78,1015,moderate rain,1436866759,3.1,80,Faenza,2015-07-14 11:39:19,37
2,30.100000000000023,78,1015,moderate rain,1436870510,3.6,70,Faenza,2015-07-14 12:41:50,37
3,30.75,74,1015,moderate rain,1436874099,4.6,90,Faenza,2015-07-14 13:41:39,37
4,30.710000000000036,66,1015,moderate rain,1436877646,5.1,100,Faenza,2015-07-14 14:40:46,37
5,31.29000000000002,66,1015,moderate rain,1436881330,5.7,90,Faenza,2015-07-14 15:42:10,37
6,31.29000000000002,66,1014,moderate rain,1436884929,5.7,100,Faenza,2015-07-14 16:42:09,37
7,30.400000000000034,66,1014,moderate rain,1436888513,5.7,120,Faenza,2015-07-14 17:41:53,37
8,30.670000000000016,62,1014,moderate rain,1436892134,5.7,110,Faenza,2015-07-14 18:42:14,37
9,29.680000000000007,65,1014,moderate rain,1436895723,4.6,120,Faenza,2015-07-14 19:42:03,37
10,28.07000000000005,74,1014,moderate rain,1436899337,4.1,120,Faenza,2015-07-14 20:42:17,37
11,27.100000000000023,83,1014,moderate rain,1436902943,2.6,110,Faenza,2015-07-14 21:42:23,37
12,26.189999999999998,94,1014,moderate rain,1436906533,2.1,110,Faenza,2015-07-14 22:42:13,37
13,25.510000000000048,94,1014,moderate rain,1436910150,2.41,116.504,Faenza,2015-07-14 23:42:30,37
14,24.900000000000034,94,1015,moderate rain,1436913739,1.21,163.001,Faenza,2015-07-15 00:42:19,37
15,24.460000000000036,94,1015,moderate rain,1436917313,1,240,Faenza,2015-07-15 01:41:53,37
16,24.189999999999998,88,1015,moderate rain,1436920932,1.5,250,Faenza,2015-07-15 02:42:12,37
17,23.99000000000001,94,1015,Sky is Clear,1436924427,0.5,250,Faenza,2015-07-15 03:40:27,37
18,23.0,88,1015,Sky is Clear,1436928078,1.12,155.503,Faenza,2015-07-15 04:41:18,37
19,23.0,88,1015,Sky is Clear,1436931718,1.12,155.503,Faenza,2015-07-15 05:41:58,37
20,22.510000000000048,88,1015,Sky is Clear,1436935299,1.52,126.501,Faenza,2015-07-15 06:41:39,37
21,23.010000000000048,94,1015,Sky is Clear,1436938883,1.52,126.501,Faenza,2015-07-15 07:41:23,37
22,25.0,88,1016,Sky is Clear,1436942516,1,250,Faenza,2015-07-15 08:41:56,37
23,27.510000000000048,88,1016,Sky is Clear,1436945951,2.5700000000000003,99.0009,Faenza,2015-07-15 09:39:11,37
